x,y
-1.0,0.18547336757183075
-0.9900000095367432,-1.0104846954345703
-0.9800000190734863,-0.8794450759887695
-0.9700000286102295,-0.7501035332679749
-0.9599999785423279,-0.6291384696960449
-0.949999988079071,-0.4343944787979126
-0.9399999976158142,-0.3472732901573181
-0.9300000071525574,-0.2723391652107239
-0.9200000166893005,-0.25727277994155884
-0.9100000262260437,-0.24222292006015778
-0.9000000357627869,-0.22774691879749298
-0.89000004529953,-0.21526028215885162
-0.8799999952316284,-0.20318503677845
-0.8700000047683716,-0.19099248945713043
-0.8600000143051147,-0.17815591394901276
-0.8500000238418579,-0.16531594097614288
-0.8400000333786011,-0.15247513353824615
-0.8300000429153442,-0.137640580534935
-0.8200000524520874,-0.12446309626102448
-0.8100000619888306,-0.12008138000965118
-0.800000011920929,-0.11572392284870148
-0.7900000214576721,-0.11137236654758453
-0.7800000309944153,-0.10701502859592438
-0.7700000405311584,-0.10266299545764923
-0.7599999904632568,-0.09830735623836517
-0.75,-0.09394524991512299
-0.7400000095367432,-0.08959527313709259
-0.7300000190734863,-0.08523975312709808
-0.7199999690055847,-0.09025813639163971
-0.7099999785423279,0.1098213642835617
-0.699999988079071,0.3098849058151245
-0.6899999976158142,0.33381444215774536
-0.6800000071525574,0.08180715143680573
-0.6700000166893005,-0.18171359598636627
-0.6600000262260437,-0.4379168152809143
-0.6500000357627869,-0.22292305529117584
-0.6399999856948853,1.296812653541565
-0.6299999952316284,0.11556632816791534
-0.6200000047683716,0.11721424758434296
-0.6100000143051147,0.1204664558172226
-0.6000000238418579,1.0781399011611938
-0.5900000333786011,0.654697060585022
-0.5800000429153442,0.7198662161827087
-0.5700000524520874,0.2575486898422241
-0.5600000023841858,-0.031033918261528015
-0.550000011920929,0.19057424366474152
-0.5400000214576721,0.3435100317001343
-0.5300000309944153,0.6694753766059875
-0.5199999809265137,0.050715163350105286
-0.5099999904632568,0.179495707154274
-0.4999999701976776,-1.0062108039855957
-0.4899999797344208,-0.18406595289707184
-0.47999998927116394,1.3679986000061035
-0.4699999690055847,0.2521859407424927
-0.4599999785423279,1.9151418209075928
-0.44999998807907104,1.7849154472351074
-0.4399999976158142,0.406599223613739
-0.4300000071525574,-0.29970282316207886
-0.41999998688697815,1.5987827777862549
-0.4099999964237213,0.9640217423439026
-0.4000000059604645,-0.2456652969121933
-0.38999998569488525,1.7025983333587646
-0.3799999952316284,1.6262754201889038
-0.3700000047683716,1.6722043752670288
-0.36000001430511475,0.30641138553619385
-0.3500000238418579,0.5883073210716248
-0.3400000035762787,0.8416080474853516
-0.33000001311302185,0.773931622505188
-0.320000022649765,-0.15407215058803558
-0.3100000023841858,0.47555166482925415
-0.30000001192092896,1.0671765804290771
-0.2900000214576721,1.0171167850494385
-0.2800000309944153,1.048150658607483
-0.27000004053115845,1.0586460828781128
-0.2600000202655792,1.0676589012145996
-0.2500000298023224,1.075486183166504
-0.24000003933906555,1.0816477537155151
-0.23000003397464752,1.0862963199615479
-0.2200000286102295,1.0909442901611328
-0.21000003814697266,1.095592737197876
-0.20000004768371582,1.100294828414917
-0.1900000423192978,1.1077475547790527
-0.18000005185604095,1.1173646450042725
-0.17000004649162292,1.127008080482483
-0.1600000560283661,1.1366509199142456
-0.15000005066394806,1.146294355392456
-0.14000004529953003,1.1559381484985352
-0.1300000548362732,1.1655805110931396
-0.12000000476837158,1.175138235092163
-0.11000000685453415,1.1836495399475098
-0.10000000894069672,1.1900173425674438
-0.09000000357627869,1.1958057880401611
-0.08000000566244125,1.2015933990478516
-0.07000000774860382,1.207381010055542
-0.06000000610947609,1.216235637664795
-0.05000000447034836,1.2632948160171509
-0.04000002145767212,1.331279993057251
-0.030000021681189537,1.390181303024292
-0.020000021904706955,1.4448944330215454
-0.010000022128224373,1.5023956298828125
-2.2351741790771484e-08,1.5569019317626953
0.009999975562095642,1.5924084186553955
0.019999977201223373,1.6278914213180542
0.029999978840351105,1.6622638702392578
0.04000002145767212,1.6969679594039917
0.05000001937150955,1.7583715915679932
0.06000002101063728,1.872948169708252
0.07000002264976501,1.9875890016555786
0.08000002056360245,2.1158289909362793
0.09000001847743988,2.2423481941223145
0.10000002384185791,2.3725380897521973
0.11000002175569534,2.4584333896636963
0.12000000476837158,2.3948769569396973
0.1300000101327896,2.329615831375122
0.14000000059604645,2.2643544673919678
0.15000000596046448,2.1990933418273926
0.1599999964237213,2.1338322162628174
0.17000000178813934,2.0685722827911377
0.18000000715255737,2.0033092498779297
0.1899999976158142,1.9397883415222168
0.20000004768371582,1.8780198097229004
0.21000005304813385,1.821570873260498
0.22000004351139069,1.765122413635254
0.23000004887580872,1.6997392177581787
0.24000003933906555,1.6349318027496338
0.2500000596046448,1.578923225402832
0.2600000500679016,1.5273292064666748
0.27000004053115845,1.857934832572937
0.2800000309944153,2.260942220687866
0.2900000214576721,2.3898656368255615
0.30000004172325134,2.517401933670044
0.3100000321865082,2.644937753677368
0.320000022649765,2.765697479248047
0.33000004291534424,2.741797685623169
0.3400000333786011,2.7178988456726074
0.3500000238418579,2.694000720977783
0.36000001430511475,2.6716251373291016
0.3700000047683716,2.6497185230255127
0.3800000250339508,2.6305949687957764
0.39000001549720764,2.6130905151367188
0.4000000059604645,2.5974061489105225
0.4100000262260437,2.583040475845337
0.42000001668930054,2.5686757564544678
0.4300000071525574,2.554311990737915
0.4399999976158142,2.5399467945098877
0.44999998807907104,2.525583505630493
0.46000000834465027,2.5112180709838867
0.4699999988079071,2.4968526363372803
0.47999998927116394,2.4824888706207275
0.49000000953674316,2.4681241512298584
0.5,2.453758478164673
0.5099999904632568,2.43939471244812
0.5199999809265137,2.4250290393829346
0.5299999713897705,2.41066575050354
0.5399999618530273,2.396301031112671
0.5499999523162842,2.382000207901001
0.5600000023841858,2.397014856338501
0.5699999928474426,2.4120609760284424
0.5799999833106995,2.4271047115325928
0.5899999737739563,2.4421498775482178
0.6000000238418579,2.4571945667266846
0.6100000143051147,2.472241163253784
0.6200000047683716,2.487283945083618
0.6299999952316284,2.500681161880493
0.64000004529953,2.514073133468628
0.6500000357627869,2.5274641513824463
0.6600000262260437,2.540856122970581
0.6700000166893005,2.554246187210083
0.6800000071525574,2.5676381587982178
0.6899999976158142,2.581029176712036
0.699999988079071,2.7843434810638428
0.7099999785423279,3.0672261714935303
0.7200000286102295,3.36734938621521
0.7300000190734863,3.6602554321289062
0.7400000095367432,3.946371078491211
0.75,3.822894334793091
0.7599999904632568,3.691577196121216
0.7699999809265137,3.5591928958892822
0.7799999713897705,3.426853656768799
0.7899999618530273,3.2944719791412354
0.800000011920929,3.1504900455474854
0.8100000023841858,3.030369997024536
0.8199999928474426,2.9132559299468994
0.8299999833106995,2.8087613582611084
0.8400000333786011,2.706381320953369
0.8500000238418579,2.6039998531341553
0.8600000143051147,2.501619815826416
0.8700000047683716,2.6124541759490967
0.8800000548362732,2.725053548812866
0.89000004529953,2.837651014328003
0.9000000357627869,2.956519603729248
0.9100000262260437,3.0810294151306152
0.9200000166893005,3.205648422241211
0.9300000071525574,3.3303208351135254
0.9399999976158142,3.4469029903411865
0.949999988079071,3.5634939670562744
0.9599999785423279,3.6800856590270996
0.9700000286102295,3.7950761318206787
0.9800000190734863,3.9038031101226807
0.9900000095367432,4.012453079223633
